0;0;0;0;land;false;unknown;0
1;213;160;147;land;true;desert;1
2;164;224;136;land;false;plains;1
3;233;198;163;land;true;jungle;1
4;173;210;152;land;false;desert;1
5;190;183;187;land;false;hills;1
6;77;213;240;land;false;forest;1
7;230;253;35;land;false;forest;1
8;68;249;184;land;true;mountain;1
9;78;236;253;land;false;forest;1
10;210;116;226;land;false;forest;1
11;215;140;238;land;false;forest;1
12;250;84;225;land;false;forest;1
13;207;209;218;land;false;hills;1
14;212;218;223;land;false;plains;1
15;133;244;226;land;true;forest;1
16;249;200;139;land;false;hills;1
17;231;201;135;land;false;mountain;1
18;249;132;152;land;false;forest;1
19;172;168;246;land;false;plains;1
20;244;237;225;land;false;hills;1
21;186;190;152;land;true;jungle;1
22;245;252;113;land;false;plains;1
23;161;172;195;land;true;plains;1
24;249;217;120;land;true;hills;1
25;159;129;246;land;true;plains;1
26;254;158;172;land;false;hills;1
27;190;210;172;land;false;hills;1
28;227;232;202;land;true;plains;1
29;235;164;157;land;false;plains;1
30;102;242;189;land;false;hills;1
31;214;138;166;land;false;forest;1
32;252;179;80;land;false;plains;1
33;242;188;237;land;false;desert;1
34;225;168;134;land;true;jungle;1
35;138;239;240;land;false;forest;1
36;224;254;184;land;false;forest;1
37;238;135;168;land;false;jungle;1
38;233;158;218;land;false;hills;1
39;215;120;218;land;false;forest;1
40;252;93;193;land;true;forest;1
41;233;171;246;land;false;forest;1
42;180;110;221;land;false;jungle;1
43;130;191;224;land;false;plains;1
44;202;219;145;land;false;forest;1
45;169;220;233;land;true;forest;1
46;222;157;158;land;false;hills;1
47;203;202;173;land;false;plains;1
48;150;212;230;land;false;plains;1
49;177;252;76;land;false;forest;1
50;198;180;235;land;true;forest;1
51;241;228;251;land;true;jungle;1
52;193;130;238;land;true;hills;1
53;191;228;196;land;false;plains;1
54;219;135;247;land;true;jungle;1
55;59;248;234;land;true;hills;1
56;218;161;163;land;true;jungle;1
57;166;227;113;land;false;forest;1
58;134;195;201;land;false;plains;1
59;107;193;224;land;false;forest;1
60;241;216;106;land;true;mountain;1
61;167;228;168;land;false;jungle;1
62;200;204;115;land;false;forest;1
63;79;252;190;land;false;jungle;1
64;136;247;127;land;false;hills;1
65;217;185;195;land;false;plains;1
66;142;187;245;land;false;jungle;1
67;197;232;195;land;false;jungle;1
68;99;245;190;land;true;hills;1
69;226;128;247;land;false;hills;1
70;237;177;253;land;false;jungle;1
71;229;244;221;land;false;hills;1
72;182;86;246;land;false;hills;1
73;119;196;218;land;true;hills;1
74;150;206;191;land;false;jungle;1
75;234;114;180;land;false;hills;1
76;231;189;246;land;false;plains;1
77;227;184;111;land;true;hills;1
78;227;207;219;land;true;jungle;1
79;68;251;246;land;false;hills;1
80;196;217;196;land;false;plains;1
81;233;217;113;land;false;jungle;1
82;99;245;175;land;false;forest;1
83;147;201;200;land;false;plains;1
84;101;251;202;land;true;jungle;1
85;202;218;144;land;false;plains;1
86;246;232;226;land;false;plains;1
87;174;226;162;land;false;jungle;1
88;219;208;83;land;false;forest;1
89;206;152;223;land;true;hills;1
90;193;212;229;land;false;forest;1
91;250;151;141;land;false;forest;1
92;160;235;241;land;false;hills;1
93;133;187;225;land;false;plains;1
94;181;169;152;land;true;forest;1
95;198;218;117;land;true;plains;1
96;118;148;237;land;true;forest;1
97;158;193;180;land;true;hills;1
98;215;161;227;land;false;plains;1
99;239;167;177;land;false;plains;1
100;236;169;167;land;true;forest;1
101;130;229;153;land;true;hills;1
102;164;177;175;land;true;forest;1
103;250;161;252;land;false;forest;1
104;223;184;225;land;false;forest;1
105;175;227;178;land;true;hills;1
106;159;213;226;land;false;hills;1
107;253;234;235;land;false;hills;1
108;247;110;210;land;true;forest;1
109;188;107;253;land;true;plains;1
110;247;47;248;land;true;hills;1
111;128;254;238;land;false;hills;1
112;165;250;117;land;false;jungle;1
113;145;205;174;land;false;forest;1
114;109;225;200;land;true;jungle;1
115;240;116;239;land;false;forest;1
116;205;122;183;land;false;hills;1
117;152;203;226;land;false;plains;1
118;194;220;158;land;true;forest;1
119;253;200;119;land;false;forest;1
120;243;168;122;land;false;forest;1
121;183;209;140;land;false;hills;1
122;105;223;253;land;true;forest;1
123;151;154;205;land;true;plains;1
124;169;252;220;land;true;plains;1
125;202;210;254;land;false;hills;1
126;238;254;130;land;false;forest;1
127;90;243;180;land;false;forest;1
128;201;184;147;land;true;plains;1
129;125;192;236;land;false;forest;1
130;123;196;182;land;true;hills;1
131;220;208;95;land;false;plains;1
132;250;190;203;land;true;forest;1
133;111;244;209;land;true;forest;1
134;172;226;170;land;false;forest;1
135;247;196;107;land;true;forest;1
136;191;183;213;land;false;forest;1
137;134;216;252;land;false;forest;1
138;219;155;186;land;false;forest;1
139;73;227;244;land;false;plains;1
140;228;212;182;land;false;forest;1
141;235;203;230;land;false;jungle;1
142;124;223;186;land;true;jungle;1
143;213;146;248;land;false;plains;1
144;254;174;84;land;false;hills;1
145;245;216;46;land;false;forest;1
146;204;231;74;land;true;hills;1
147;227;130;198;land;false;hills;1
148;138;246;236;land;false;hills;1
149;235;241;72;land;false;jungle;1
150;191;98;213;land;true;plains;1
151;242;232;201;land;false;forest;1
152;215;166;120;land;false;forest;1
153;131;162;246;land;false;forest;1
154;76;202;254;land;true;forest;1
155;154;120;243;land;false;plains;1
156;210;229;166;land;false;jungle;1
157;190;160;197;land;false;plains;1
158;216;166;134;land;true;forest;1
159;247;183;239;land;false;hills;1
160;173;78;253;land;false;mountain;1
161;119;217;189;land;true;forest;1
162;58;229;253;land;false;plains;1
163;237;91;235;land;false;hills;1
164;178;253;87;land;true;hills;1
165;206;208;162;land;false;forest;1
166;93;247;239;land;false;plains;1
167;253;179;83;land;false;forest;1
168;107;207;249;land;false;plains;1
169;207;193;228;land;false;hills;1
170;248;68;247;land;true;hills;1
171;243;121;155;land;true;plains;1
172;246;60;229;land;false;forest;1
173;88;196;224;land;false;jungle;1
174;176;180;221;land;false;jungle;1
175;253;205;54;land;false;hills;1
176;244;99;168;land;true;hills;1
177;196;230;104;land;true;hills;1
178;234;235;163;land;false;hills;1
179;246;241;161;land;false;forest;1
180;213;181;205;land;false;plains;1
181;158;184;193;land;false;jungle;1
182;220;171;112;land;false;plains;1
183;245;109;229;land;true;hills;1
184;162;222;152;land;false;jungle;1
185;213;188;198;land;true;forest;1
186;195;236;230;land;false;plains;1
187;52;245;223;land;true;hills;1
188;137;240;168;land;false;plains;1
189;181;174;179;land;false;plains;1
190;221;142;159;land;false;hills;1
191;246;193;123;land;false;forest;1
192;183;232;174;land;false;forest;1
193;232;65;219;land;false;hills;1
194;217;158;186;land;true;hills;1
195;208;103;195;land;true;hills;1
196;254;252;191;land;false;plains;1
197;207;133;184;land;false;plains;1
198;230;149;133;land;true;forest;1
199;47;251;218;land;false;mountain;1
200;234;155;125;land;false;plains;1
201;227;247;139;land;false;forest;1
202;251;218;115;land;true;forest;1
203;238;243;221;land;true;hills;1
204;161;200;240;land;false;plains;1
205;237;88;203;land;true;hills;1
206;148;204;232;land;false;hills;1
207;65;237;209;land;false;forest;1
208;98;230;228;land;true;plains;1
209;224;236;140;land;true;forest;1
210;252;184;235;land;false;forest;1
211;189;239;215;land;false;hills;1
212;249;243;72;land;false;plains;1
213;252;215;125;land;false;forest;1
214;188;194;237;land;false;jungle;1
215;55;245;208;land;true;jungle;1
216;215;251;132;land;false;forest;1
217;238;209;191;land;true;jungle;1
218;242;197;66;land;false;plains;1
219;226;241;198;land;false;plains;1
220;250;128;145;land;true;jungle;1
221;252;121;227;land;false;forest;1
222;171;249;201;land;true;forest;1
223;147;158;249;land;false;plains;1
224;219;254;105;land;false;hills;1
225;253;94;227;land;false;forest;1
226;238;180;124;land;false;jungle;1
227;236;107;215;land;false;hills;1
228;202;176;244;land;true;jungle;1
229;196;152;213;land;false;jungle;1
230;222;191;153;land;false;forest;1
231;190;220;202;land;false;hills;1
232;195;121;221;land;false;plains;1
233;166;253;226;land;false;jungle;1
234;230;182;115;land;false;hills;1
235;244;114;213;land;true;jungle;1
